목적,읍면동,설치장소,위도,경도,설치연도,설치대수
교통정보수집,충무공동,충무공동 286,35.175948,128.145389,2017,4
방범,충무공동,충무공동 287-4,35.176851,128.14378,2023,3
방범,충무공동,충무공동 289-5,35.175517,128.144672,2020,4
방범,충무공동,충무공동 291,35.17576,128.14344,2020,1
방범,충무공동,충무공동 291,35.175222,128.142825,2021,10
교통정보수집,충무공동,충무공동 292,35.174014,128.144473,2021,3
주정차단속,충무공동,충무공동 295,35.173984,128.145367,2021,2
방범,충무공동,충무공동 299,35.172583,128.144886,2023,4
교통정보수집,충무공동,충무공동 303,35.169177,128.13625,2016,1
교통정보수집,충무공동,충무공동 314-23,35.170107,128.144319,2016,1
방범,충무공동,충무공동 322-4,35.170288,128.146734,2023,3
방범,충무공동,충무공동 327-1,35.170735,128.147861,2023,4
방범,충무공동,충무공동 331-3,35.172452,128.148759,2023,2
방범,충무공동,충무공동 340-2,35.172626,128.150115,2023,2
방범,충무공동,충무공동 342,35.173092,128.149031,2023,2
학교내,충무공동,충무공동 342,35.173588,128.149916,2023,9
방범,충무공동,충무공동 350,35.17359,128.15511,2020,1
재난재해,충무공동,충무공동 350,35.173439,128.154846,2016,3
방범,충무공동,충무공동 351,35.174367,128.150369,2022,4
방범,충무공동,충무공동 351,35.173527,128.15361,2018,3
방범,충무공동,충무공동 36,35.1793,128.14087,2015,1
방범,충무공동,충무공동 36,35.179282,128.141166,2022,4
주정차단속,충무공동,충무공동 36,35.179168,128.140183,2023,3
방범,충무공동,충무공동 40-2,35.179269,128.139057,2022,1
방범,충무공동,충무공동 40-6,35.177975,128.139763,2023,3
교통정보수집,충무공동,충무공동 41,35.176387,128.130025,2018,4
방범,충무공동,충무공동 42,35.176258,128.135274,2023,1
교통정보수집,충무공동,충무공동 43-55,35.174678,128.135542,2021,6
방범,충무공동,충무공동 44,35.173774,128.131766,2012,16
방범,충무공동,충무공동 45-7,35.174719,128.132952,2022,3
방범,충무공동,충무공동 5,35.18105,128.140423,2023,1
방범,충무공동,충무공동 5,35.18084,128.133561,2017,1
방범,충무공동,충무공동 54-1,35.170046,128.129692,2022,4
방범,충무공동,충무공동 55-61,35.18105,128.140423,2022,2
방범,충무공동,충무공동 60-13,35.167318,128.128462,2017,4
방범,충무공동,충무공동 69-3,35.164109,128.126911,2023,1
방범,충무공동,충무공동 76-1,35.173764,128.135384,2020,2
방범,충무공동,충무공동 76-1,35.173764,128.135384,2022,2
방범,충무공동,충무공동 8,35.18157,128.13721,2019,1
방범,충무공동,충무공동 82-6,35.16907,128.13222,2023,4
교통정보수집,충무공동,충무공동 87-18,35.166843,128.129484,2021,3
방범,충무공동,충무공동 87-2,35.168224,128.130561,2023,2
교통정보수집,충무공동,충무공동 87-20,35.165154,128.129391,2023,2
교통정보수집,충무공동,충무공동 93-6,35.166041,128.13396,2021,2
방범,충무공동,충무공동 95-3,35.166549,128.134869,2022,3
방범,천전동,칠암동 211-9,35.186664,128.089473,2014,1
방범,천전동,칠암동 527-3,35.182925,128.094794,2024,1
방범,판문동,판문동 1067-7,35.167585,128.040475,2022,3
방범,판문동,판문동 1240-37,35.165932,128.039823,2021,1
방범,판문동,판문동 1250,35.171523,128.043734,2022,2
방범,판문동,판문동 146-1,35.175632,128.040288,2019,2
방범,판문동,판문동 230-1,35.171611,128.041667,2022,2
방범,판문동,판문동 268-9,35.168328,128.048172,2019,2
방범,판문동,판문동 269-48,35.167541,128.047055,2021,3
교통정보수집,판문동,판문동 277-47,35.167171,128.046174,2021,4
교통정보수집,판문동,판문동 278-17,35.167562,128.044552,2020,4
방범,판문동,판문동 290,35.168582,128.045322,2021,8
학교내,판문동,판문동 290,35.169479,128.044493,2023,11
교통정보수집,판문동,판문동 308-1,35.167398,128.042775,2020,3
방범,판문동,판문동 469,35.173465,128.036854,2019,2
방범,판문동,판문동 519,35.18409,128.039573,2023,2
방범,판문동,판문동 77-1,35.186673,128.047462,2021,2
방범,판문동,판문동 860-7,35.20269,128.032952,2020,2
방범,판문동,판문동 산 10-1,35.186762,128.047522,2023,3
방범,판문동,판문동 산 171-1,35.17675,128.03544,2022,2
방범,평거동,평거동 1012,35.168416,128.062613,2023,2
방범,평거동,평거동 1023,35.168615,128.062913,2023,3
교통정보수집,평거동,평거동 1034,35.169713,128.059812,2023,2
교통정보수집,평거동,평거동 1035,35.170469,128.061081,2023,4
교통정보수집,평거동,평거동 1055,35.163908,128.055696,2024,4
방범,판문동,평거동 1065-148,35.165354,128.039754,2022,4
방범,평거동,평거동 1065-70,35.166903,128.041948,2023,4
방범,평거동,평거동 106-6,35.173376,128.057558,2024,3
방범,판문동,평거동 1075-7,35.166657,128.041649,2023,3
방범,평거동,평거동 1082-5,35.165766,128.042746,2023,3
방범,평거동,평거동 1086-8,35.165387,128.040982,2023,2
방범,평거동,평거동 1111-9,35.167049,128.044247,2023,2
방범,판문동,평거동 1125,35.165821,128.047847,2017,11
학교내,판문동,평거동 1125,35.165848,128.048965,2023,5
방범,평거동,평거동 136-1,35.173644,128.058432,2023,2
방범,평거동,평거동 16-10,35.177047,128.061628,2023,2
방범,평거동,평거동 161-9,35.175843,128.060865,2023,5
방범,평거동,평거동 164-9,35.176369,128.062015,2024,4
방범,평거동,평거동 191-2,35.1748,128.063515,2023,2
방범,평거동,평거동 192-2,35.172402,128.062995,2023,2
방범,평거동,평거동 193-5,35.174969,128.062776,2023,4
방범,평거동,평거동 196-11,35.173824,128.061802,2023,2
방범,평거동,평거동 215-1,35.170226,128.06308,2024,1
방범,평거동,평거동 297-7,35.172816,128.058875,2023,2
교통정보수집,평거동,평거동 300-13,35.170167,128.057249,2024,4
방범,평거동,평거동 338,35.171313,128.056318,2023,2
교통정보수집,평거동,평거동 344-8,35.169624,128.055984,2024,3
방범,판문동,평거동 345,35.170113,128.055214,2019,4
방범,평거동,평거동 354-4,35.172362,128.055223,2024,3
방범,평거동,평거동 381-2,35.171187,128.054639,2023,4
방범,평거동,평거동 400-9,35.170735,128.053777,2023,3
방범,판문동,평거동 469-4,35.167661,128.052626,2021,2
교통정보수집,평거동,평거동 478-27,35.167321,128.050474,2024,3
교통정보수집,평거동,평거동 518-2,35.169063,128.05491,2024,3
교통정보수집,평거동,평거동 602-9,35.168814,128.064497,2023,5
방범,평거동,평거동 602-9,35.168599,128.065256,2023,1
방범,평거동,평거동 602-9,35.168901,128.06441,2024,1
교통정보수집,평거동,평거동 614-5,35.166373,128.060456,2024,4
방범,판문동,평거동 636-11,35.163311,128.055302,2020,3
재난재해,판문동,평거동 636-11,35.163384,128.05602,2024,1
교통정보수집,판문동,평거동 636-13,35.16422,128.055517,2020,3
방범,판문동,평거동 660-28,35.163321,128.03965,2023,3
방범,판문동,평거동 682-2,35.160098,128.049276,2023,3
교통정보수집,평거동,평거동 692,35.17309,128.060133,2023,3
방범,평거동,평거동 692,35.173472,128.059904,2024,5
방범,판문동,평거동 695-173,35.160664,128.041084,2022,1
방범,평거동,평거동 695-239,35.162162,128.038579,2023,2
교통정보수집,판문동,평거동 695-323,35.163036,128.054624,2020,3
교통정보수집,평거동,평거동 695-54,35.162975,128.054466,2024,4
방범,평거동,평거동 708-3,35.177081,128.070533,2023,3
방범,판문동,평거동 717-1,35.169394,128.051182,2019,8
방범,판문동,평거동 718-1,35.170104,128.051702,2019,2
방범,판문동,평거동 721-4,35.16905,128.05189,2021,2
방범,판문동,평거동 729-7,35.168469,128.052004,2019,5
방범,평거동,평거동 733-2,35.168217,128.053519,2023,3
방범,판문동,평거동 736,35.169157,128.050184,2019,2
방범,평거동,평거동 739-6,35.169239,128.049483,2024,2
방범,판문동,평거동 743-9,35.168289,128.050362,2019,4
방범,평거동,평거동 748-4,35.174308,128.067104,2023,12
학교내,평거동,평거동 748-4,35.17474,128.065919,2024,9
방범,평거동,평거동 751-8,35.174255,128.067311,2024,2
방범,평거동,평거동 752-1,35.174808,128.068364,2023,3
방범,평거동,평거동 755-15,35.173287,128.068402,2024,3
방범,평거동,평거동 757-1,35.174008,128.067635,2023,2
방범,평거동,평거동 759-4,35.173663,128.066758,2023,3
방범,평거동,평거동 767-2,35.172956,128.067469,2023,2
방범,평거동,평거동 774-7,35.172288,128.065312,2023,2
방범,평거동,평거동 776-10,35.171634,128.06596,2024,4
방범,평거동,평거동 778-1,35.171394,128.066124,2023,2
방범,평거동,평거동 780-1,35.171585,128.065388,2023,4
방범,평거동,평거동 782-1,35.172346,128.064877,2023,4
방범,평거동,평거동 787-6,35.170878,128.063151,2023,2
방범,평거동,평거동 791-1,35.171061,128.063868,2023,4
방범,평거동,평거동 792-11,35.170278,128.065562,2023,3
방범,평거동,평거동 794-1,35.173455,128.068836,2024,2
방범,평거동,평거동 794-2,35.171186,128.066515,2023,4
방범,평거동,평거동 794-2,35.1723,128.06751,2024,1
방범,판문동,평거동 800,35.16832,128.057584,2019,13
학교내,판문동,평거동 800,35.169323,128.05655,2023,10
방범,평거동,평거동 841,35.165652,128.056957,2023,2
방범,판문동,평거동 849,35.166085,128.058556,2022,4
방범,평거동,평거동 896,35.169248,128.058407,2023,2
주정차단속,평거동,평거동 900,35.171536,128.061923,2024,2
방범,평거동,평거동 908,35.171149,128.062057,2024,4
방범,평거동,평거동 960,35.168829,128.061286,2023,5
재난재해,평거동,평거동 산 65-1,35.172401,128.050743,2024,2
방범,평거동,평거동194-4,35.17315,128.06017,2023,1
방범,하대동,하대동 103-2,35.189317,128.12306,2024,2
방범,하대동,하대동 103-53,35.190461,128.124134,2024,2
방범,하대동,하대동 103-82,35.190053,128.124715,2024,2
방범,하대동,하대동 103-82,35.191202,128.12462,2024,4
방범,하대동,하대동 106-1,35.188755,128.122274,2020,3
주정차단속,하대동,하대동 106-1,35.18868,128.121931,2020,3
방범,하대동,하대동 111,35.188063,128.128128,2024,4
방범,하대동,하대동 111,35.189255,128.128477,2024,3
방범,하대동,하대동 11-2,35.19029,128.1285,2024,1
방범,하대동,하대동 112-2,35.18809,128.121451,2024,2
방범,하대동,하대동 114-12,35.188388,128.124747,2024,1
방범,하대동,하대동 114-36,35.188441,128.123923,2024,2
방범,하대동,하대동 115-14,35.188564,128.126226,2024,3
방범,하대동,하대동 11-6,35.18997,128.12865,2024,3
방범,하대동,하대동 117-29,35.18727,128.121418,2024,2
방범,하대동,하대동 119-1,35.186767,128.123857,2024,14
학교내,하대동,하대동 119-1,35.187689,128.123643,2020,10
방범,하대동,하대동 129-4,35.187466,128.127094,2020,4
방범,하대동,하대동 131-1,35.186657,128.12085,2020,6
방범,하대동,하대동 135-28,35.186868,128.127598,2024,2
방범,하대동,하대동 136-18,35.185405,128.119739,2024,11
방범,하대동,하대동 139-42,35.186236,128.125082,2020,5
방범,하대동,하대동 139-43,35.186273,128.124906,2024,2
방범,하대동,하대동 141-14,35.185812,128.126138,2024,3
방범,하대동,하대동 224,35.188653,128.118272,2020,3
방범,하대동,하대동 291-1,35.188898,128.116838,2024,4
방범,하대동,하대동 295,35.194055,128.119867,2024,2
방범,하대동,하대동 295,35.193867,128.120149,2024,2
방범,하대동,하대동 301-34,35.193714,128.117887,2024,2
방범,하대동,하대동 307-6,35.194163,128.125739,2024,1
방범,하대동,하대동 312-28,35.192533,128.117932,2020,4
방범,하대동,하대동 312-42,35.192558,128.116819,2020,1
방범,하대동,하대동 313-28,35.192373,128.11906,2024,4
방범,하대동,하대동 323-2,35.191832,128.123278,2024,2
방범,하대동,하대동 326,35.192249,128.1247,2024,4
방범,하대동,하대동 328-21,35.191697,128.118422,2024,2
방범,하대동,하대동 329-18,35.191718,128.120804,2024,4
방범,하대동,하대동 329-26,35.190858,128.119378,2024,2
방범,하대동,하대동 330-10,35.19111,128.12198,2024,3
방범,하대동,하대동 336-44,35.190265,128.120656,2024,4
방범,하대동,하대동 336-6,35.19097,128.120644,2024,4
방범,하대동,하대동 338-4,35.190383,128.122149,2024,3
방범,하대동,하대동 340-1,35.189691,128.116159,2024,2
방범,하대동,하대동 343-3,35.189127,128.117094,2024,11
학교내,하대동,하대동 343-3,35.189573,128.118287,2020,16
방범,하대동,하대동 345-23,35.190281,128.121378,2024,1
방범,하대동,하대동 347-10,35.18872,128.119521,2024,2
방범,하대동,하대동 348,35.189512,128.12073,2024,2
방범,하대동,하대동 350-32,35.188115,128.119526,2024,2
방범,하대동,하대동 421-11,35.188622,128.115022,2024,2
방범,하대동,하대동 453-21,35.192219,128.114428,2020,2
방범,하대동,하대동 453-7,35.192809,128.114348,2024,2
방범,하대동,하대동 480-6,35.19117,128.115789,2024,4
방범,하대동,하대동 54,35.18616,128.1289,2024,3
방범,하대동,하대동 571-5,35.193134,128.116493,2024,3
방범,하대동,하대동 588-1,35.193297,128.115491,2020,3
방범,하대동,하대동 594-4,35.192057,128.113276,2020,3
방범,하대동,하대동 601,35.195268,128.11254,2024,5
방범,하대동,하대동 624-6,35.195354,128.115839,2024,3
방범,하대동,하대동 627-3,35.194551,128.115379,2020,4
방범,하대동,하대동 708-2,35.187728,128.108207,2024,1
방범,하대동,하대동 71-9,35.18505,128.120811,2024,2
방범,하대동,하대동 72,35.184584,128.123211,2024,5
방범,하대동,하대동 72,35.18556,128.122458,2020,2
방범,하대동,하대동 732-68,35.19585,128.12808,2017,1
방범,하대동,하대동 75-12,35.184844,128.127746,2024,2
방범,하대동,하대동 75-29,35.186088,128.128308,2024,2
교통정보수집,하대동,하대동 75-39,35.184432,128.128849,2023,5
방범,가호동,호탄동 605-9,35.163451,128.113809,2016,3
방범,가호동,호탄동 607-1,35.164331,128.115184,2015,1
방범,가호동,호탄동 644-1,35.165047,128.116118,2017,4
방범,가호동,호탄동 769,35.161427,128.116244,2022,4
교통정보수집,가호동,호탄동 774-4,35.159003,128.117627,2018,5
